"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","1998",28.574,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","1999",29.096,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2000",28.941,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2001",27.866,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2002",28.969,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2003",28.85,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2004",28.913,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2005",29.012,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2006",28.373,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2007",27.974,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2008",27.489,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2009",28.521,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2010",28.385,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2011",28.605,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2012",28.464,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2013",27.786,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2014",27.613,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2015",27.433,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2016",28.234,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2017",28.149,
"AUT","TAXGOODSERV","TOT","PC_TOT_TAX","A","2018",27.465,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1965",11.382,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1966",12.523,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1967",12.886,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1968",12.776,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1969",12.62,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1970",8.188,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1971",11.948,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1972",10.917,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1973",10.657,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1974",10.596,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1975",10.513,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1976",11.007,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1977",11.375,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1978",11.147,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1979",11.354,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1980",10.932,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1981",11.093,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1982",11.359,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1983",11.442,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1984",11.011,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1985",10.908,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1986",10.593,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1987",10.945,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1988",10.802,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1989",10.663,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1990",10.736,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1991",10.697,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1992",10.637,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1993",10.723,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1994",10.975,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1995",10.776,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1996",11.048,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1997",11.135,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1998",10.601,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","1999",11.032,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2000",10.892,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2001",10.488,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2002",10.58,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2003",10.516,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2004",10.713,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2005",10.804,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2006",10.734,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2007",10.675,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2008",10.561,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2009",10.571,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2010",10.79,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2011",10.691,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2012",11.051,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2013",10.917,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2014",10.786,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2015",10.665,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2016",10.764,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2017",10.771,
"BEL","TAXGOODSERV","TOT","PC_GDP","A","2018",10.928,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1965",37.166,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1966",38.27,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1967",38.6,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1968",37.357,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1969",36.713,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1970",24.627,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1971",34.759,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1972",31.9,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1973",30.164,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1974",29.26,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1975",27.142,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1976",28.27,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1977",27.849,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1978",26.911,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1979",26.923,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1980",26.988,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1981",27.207,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1982",27.056,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1983",26.807,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1984",25.373,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1985",25.087,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1986",24.503,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1987",24.956,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1988",25.388,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1989",26.173,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1990",26.077,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1991",25.847,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1992",25.968,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1993",25.288,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1994",25.712,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1995",25.29,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1996",25.682,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1997",25.626,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1998",24.046,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","1999",25.135,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2000",25.017,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2001",24.137,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2002",24.251,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2003",24.376,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2004",24.791,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2005",25.037,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2006",24.986,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2007",24.988,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2008",24.418,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2009",24.949,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2010",25.315,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2011",24.782,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2012",25.019,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2013",24.202,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2014",23.932,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2015",23.845,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2016",24.529,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2017",24.224,
"BEL","TAXGOODSERV","TOT","PC_TOT_TAX","A","2018",24.368,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1965",10.113,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1966",10.066,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1967",10.112,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1968",9.85,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1969",9.83,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1970",9.465,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1971",9.602,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1972",9.685,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1973",10.042,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1974",11.122,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1975",9.968,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1976",9.736,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1977",9.742,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1978",9.553,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1979",9.559,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1980",9.878,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1981",11.026,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1982",10.755,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1983",10.316,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1984",10.442,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1985",10.055,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1986",9.573,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1987",9.69,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1988",9.358,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1989",9.485,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1990",9.063,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1991",9.192,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1992",9.236,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1993",9.189,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1994",9.002,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1995",8.797,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1996",8.724,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1997",8.744,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1998",8.837,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","1999",8.541,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2000",8.394,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2001",8.427,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2002",8.669,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2003",8.59,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2004",8.419,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2005",8.225,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2006",7.977,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2007",7.787,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2008",7.028,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2009",7.398,
"CAN","TAXGOODSERV","TOT","PC_GDP","A","2010",7.428,
